Open,High,Low,Close,Adj Close,Volume
59.529998779296875,59.900001525878906,57.88999938964844,58.209999084472656,57.46897506713867,353300
58.25,61.25,58.25,60.810001373291016,60.03588104248047,363000
61.58000183105469,62.560001373291016,60.5099983215332,62.279998779296875,61.48716735839844,445100
63.02000045776367,63.02000045776367,61.310001373291016,61.83000183105469,61.04289627075195,313100
61.369998931884766,62.869998931884766,60.209999084472656,62.13999938964844,61.34894561767578,450000
62.81999969482422,63.13999938964844,61.290000915527344,62.68000030517578,61.88207244873047,357300
63.13999938964844,63.16999816894531,60.65999984741211,60.70000076293945,59.927276611328125,304000
60.70000076293945,60.90999984741211,58.52000045776367,59.16999816894531,58.41675567626953,221000
59.279998779296875,61.70000076293945,59.279998779296875,61.279998779296875,60.49989318847656,226600
61.5,62.4900016784668,61.0099983215332,61.93000030517578,61.14162063598633,272100
62.029998779296875,62.029998779296875,60.13999938964844,61.41999816894531,60.63811111450195,262700
60.650001525878906,61.130001068115234,60.15999984741211,60.4900016784668,59.71995544433594,144800
60.9900016784668,63.040000915527344,59.43000030517578,60.0,59.23618698120117,504200
58.61000061035156,60.650001525878906,58.06999969482422,58.540000915527344,57.794776916503906,340200
58.619998931884766,59.130001068115234,57.52000045776367,58.27000045776367,57.52821350097656,214900
58.529998779296875,59.95000076293945,55.880001068115234,56.040000915527344,55.32659912109375,284400
56.13999938964844,57.439998626708984,55.220001220703125,56.369998931884766,55.65239715576172,240000
56.119998931884766,56.720001220703125,55.630001068115234,56.20000076293945,55.48456573486328,116700
57.0099983215332,57.65999984741211,56.900001525878906,56.9900016784668,56.26450729370117,208200
57.029998779296875,57.209999084472656,55.779998779296875,56.20000076293945,55.48456573486328,138400
56.529998779296875,57.34000015258789,56.27000045776367,57.209999084472656,56.48170471191406,186900
57.02000045776367,59.91999816894531,57.02000045776367,59.189998626708984,58.436500549316406,313500
58.189998626708984,60.900001525878906,58.099998474121094,60.540000915527344,59.769317626953125,188600
60.91999816894531,61.130001068115234,59.41999816894531,59.689998626708984,58.93013381958008,304000
60.400001525878906,60.650001525878906,58.7599983215332,59.27000045776367,58.51548385620117,247800
59.619998931884766,60.04999923706055,58.790000915527344,59.06999969482422,58.31802749633789,253400
59.81999969482422,60.61000061035156,59.18000030517578,59.779998779296875,59.01898956298828,191600
60.150001525878906,60.5,57.68000030517578,58.61000061035156,57.86388397216797,357600
58.400001525878906,59.59000015258789,58.15999984741211,59.40999984741211,58.65370178222656,254000
59.029998779296875,59.43000030517578,58.279998779296875,58.619998931884766,57.873756408691406,181000
58.33000183105469,59.06999969482422,57.66999816894531,57.720001220703125,56.98521423339844,212300
57.619998931884766,59.09000015258789,57.5,58.9900016784668,58.239051818847656,280800
58.790000915527344,59.86000061035156,58.790000915527344,59.68000030517578,58.920265197753906,291100
60.060001373291016,60.90999984741211,59.79999923706055,60.04999923706055,59.285552978515625,429300
60.54999923706055,61.790000915527344,60.5,60.720001220703125,59.947021484375,380200
60.93000030517578,61.83000183105469,57.97999954223633,59.0,58.24892044067383,424400
59.2400016784668,59.2400016784668,56.349998474121094,57.779998779296875,57.04444885253906,437700
58.650001525878906,58.650001525878906,56.2400016784668,56.5099983215332,55.79061508178711,202100
55.7599983215332,56.77000045776367,54.439998626708984,54.810001373291016,54.11225891113281,214700
54.56999969482422,55.08000183105469,54.119998931884766,54.43000030517578,53.73709487915039,192700
53.65999984741211,54.13999938964844,52.650001525878906,53.06999969482422,52.394405364990234,286900
52.7400016784668,53.25,51.150001525878906,52.06999969482422,51.40713882446289,242100
52.59000015258789,52.59000015258789,51.18000030517578,52.040000915527344,51.377525329589844,353200
52.75,54.060001373291016,52.04999923706055,53.15999984741211,52.48326110839844,264000
54.0099983215332,54.95000076293945,53.130001068115234,53.209999084472656,52.53262710571289,265300
52.68000030517578,56.13999938964844,52.38999938964844,55.369998931884766,54.665130615234375,355500
55.279998779296875,57.0,55.0,56.65999984741211,55.93870544433594,282500
56.540000915527344,56.959999084472656,55.470001220703125,56.0099983215332,55.29698181152344,185100
59.4900016784668,62.81999969482422,59.4900016784668,61.95000076293945,61.1613655090332,474500
62.619998931884766,62.619998931884766,60.279998779296875,61.04999923706055,60.272823333740234,332300
60.25,61.349998474121094,59.93000030517578,60.970001220703125,60.193843841552734,269900
60.40999984741211,61.79999923706055,59.97999954223633,61.029998779296875,60.521087646484375,360500
61.279998779296875,62.47999954223633,61.209999084472656,62.11000061035156,61.59208297729492,293900
63.0099983215332,64.41999816894531,62.91999816894531,64.41999816894531,63.88282012939453,333100
63.779998779296875,65.77999877929688,59.869998931884766,65.41999816894531,64.87447357177734,223200
65.87999725341797,67.18000030517578,65.20999908447266,65.31999969482422,64.77531433105469,428800
64.95999908447266,65.95999908447266,64.52999877929688,65.6500015258789,65.10256958007812,243100
64.9000015258789,65.91000366210938,64.23999786376953,65.83000183105469,65.28105926513672,287900
66.41000366210938,68.72000122070312,66.2699966430664,68.36000061035156,67.78996276855469,375600
69.30000305175781,70.98999786376953,68.66999816894531,70.70999908447266,70.12036895751953,383300
70.47000122070312,70.80000305175781,66.8499984741211,66.98999786376953,66.43138122558594,198200
66.87000274658203,67.1500015258789,65.55999755859375,66.66999816894531,66.11405944824219,62700
65.94999694824219,66.08000183105469,63.90999984741211,64.23999786376953,63.70431900024414,268700
64.87000274658203,66.58000183105469,64.05999755859375,65.95999908447266,65.40998077392578,230600
66.0199966430664,67.91000366210938,65.44999694824219,67.37999725341797,66.8181381225586,673300
