ticker,size_score,average_size,Date,Close,Close_lag,weights,holding_value,holding_size,holding_value_next,week_return_on_position,position
CG,9.615805480084347,8000.0,2020-09-04,25.81999969482422,25.170000076293945,0.008695652173913044,11304.347826086958,437.8136312818387,11019.769132766409,-284.57869332054906,long
PASO,9.615805480084347,8000.0,2020-09-04,0.0798000022768974,0.0728999972343444,0.008695652173913044,11304.347826086958,141658.49001936227,10326.903530632913,-977.4442954540445,long
AON,9.615805480084347,8000.0,2020-09-04,202.7400054931641,201.5399932861328,0.008695652173913044,11304.347826086958,55.75785498569552,11237.437719466243,-66.91010662071494,long
FSLY,9.615805480084347,8000.0,2020-09-04,80.91999816894531,76.04000091552734,0.008695652173913044,11304.347826086958,139.69782602423774,10622.622818780217,-681.7250073067407,long
EL,10.819778284410283,32500.0,2020-09-04,216.22000122070312,214.69000244140625,0.035326086956521736,45923.91304347826,212.39437972531576,45598.949901769,-324.96314170925325,long
NUE,10.819778284410283,32500.0,2020-09-04,46.900001525878906,45.93000030517578,0.035326086956521736,45923.91304347826,979.1878795171882,44974.09960504888,-949.8134384293735,long
ZUO,10.819778284410283,32500.0,2020-09-04,10.420000076293944,9.84000015258789,0.035326086956521736,45923.91304347826,4407.285288601639,43367.68791233849,-2556.225131139763,long
CRWD,13.815510557964274,750000.0,2020-09-04,125.19000244140624,126.27999877929688,0.8152173913043478,1059782.608695652,8465.393306399777,1069009.8563984318,9227.247702779714,long
TSLA,20.43558376449463,40500.0,2020-09-04,139.44000244140625,124.23999786376952,0.044021739130434785,57228.26086956522,410.41494454658357,50989.95183372663,-6238.309035838596,long
GLW,-60.102778489157956,-97000.0,2020-09-04,32.04999923706055,31.940000534057617,0.18780251694094868,-56340.7550822846,-1757.9019164885283,-56147.3881514645,193.3669308200988,short
AMZN,-41.56431470954921,-123500.0,2020-09-04,164.7310028076172,155.81100463867188,0.23910939012584706,-71732.81703775412,-435.45426067446476,-67848.56582987845,3884.25120787567,short
ATVI,-20.43558376449463,-40500.0,2020-09-04,79.01000213623047,77.97000122070312,0.07841239109390126,-23523.717328170376,-297.7308782704544,-23214.076942188345,309.64038598203115,short
ZM,-11.512925464970229,-75000.0,2020-09-04,369.8900146484375,383.0,0.1452081316553727,-43562.439496611805,-117.77133139972916,-45106.41992609627,-1543.9804294844653,short
ANY,-10.819778284410283,-32500.0,2020-09-04,18.059999465942383,17.920000076293945,0.06292352371732816,-18877.057115198448,-1045.2412886720665,-18730.723972749012,146.3331424494354,short
BA,-10.819778284410283,-32500.0,2020-09-04,171.0500030517578,160.22999572753906,0.06292352371732816,-18877.057115198448,-110.35987593339277,-17682.962449299266,1194.0946658991816,short
CAG,-10.819778284410283,-32500.0,2020-09-04,37.130001068115234,34.470001220703125,0.06292352371732816,-18877.057115198448,-508.4044323232946,-17524.701402794843,1352.3557124036051,short
M,-10.819778284410283,-32500.0,2020-09-04,7.650000095367432,7.050000190734863,0.06292352371732816,-18877.057115198448,-2467.5891346236353,-17396.503869751905,1480.5532454465429,short
MSFT,-10.308952660644293,-50500.0,2020-09-04,214.25,204.02999877929688,0.09777347531461762,-29332.042594385286,-136.90568305430705,-27932.86634644907,1399.176247936215,short
GBIL,9.615805480084347,8000.0,2020-09-11,100.44000244140624,100.43000030517578,0.017222820236813777,22514.221587960827,224.15592433995573,22511.979549868713,-2.242038092113944,long
ROST,9.615805480084347,8000.0,2020-09-11,90.22000122070312,92.2699966430664,0.017222820236813777,22514.221587960827,249.5480080174772,23025.79386205653,511.5722740957026,long
GEL,9.615805480084347,8000.0,2020-09-11,4.730000019073486,4.96999979019165,0.017222820236813777,22514.221587960827,4759.877694962656,23656.59114530232,1142.3695573414916,long
HLX,9.615805480084347,8000.0,2020-09-11,3.0199999809265137,3.059999942779541,0.017222820236813777,22514.221587960827,7455.040307998158,22812.422915893534,298.2013279327075,long
NGL,9.615805480084347,8000.0,2020-09-11,3.5199999809265137,3.619999885559082,0.017222820236813777,22514.221587960827,6396.085713055818,23153.82954928814,639.6079613273141,long
IBM,9.615805480084347,8000.0,2020-09-11,116.11854553222656,117.3613739013672,0.017222820236813777,22514.221587960827,193.8899723964629,22755.193546147046,240.97195818621913,long
